subj,c_effort,c_death,c_dist,epsilon
257,0.006866655442638548,5.046875784565912,0.4792010512196414,6.54099881113143
258,0.004275208597147339,0.09294693293808355,0.5377319504230974,0.5418054908004862
259,0.004103799141552798,0.5187506001130944,0.5279887646925537,0.4965036992268643
260,0.003421333881966178,0.24065794490362596,0.5398690744878684,0.6685873672663327
261,0.002281388625285404,0.1643006014682011,0.46982288533980615,1.084641614963097
262,0.002948698814072103,0.3877075641244798,0.47506348283588,1.1144954488444545
263,0.003958291110891526,0.4817278802248704,0.5145334896958311,0.45038230252596173
264,0.00836882753525709,0.09336794603227858,0.5184490173748911,0.4182715954097953
265,0.003709899565035355,0.1518197623300269,0.49148633576868755,1.2520192591962098
266,0.004918028105559549,0.13884239182423824,0.536355237107833,0.4536495909896896
267,0.0034355103892936808,0.17042752427891497,0.48129495526592103,1.5728242498835565
268,0.07094241305108223,0.41532807049361553,0.5297196562357743,0.5671184525166107
269,0.0027311436170675153,0.2486342725184302,0.5210455488471665,0.8995330586767566
270,0.0036728386128070255,1.0950659790592738,0.5324447494095769,0.49926983777054434
271,0.0029551813950589247,0.09207047917414592,0.5165820451184937,0.6485866956471388
272,0.004000263493551647,0.2847481559395066,0.6251961156156315,1.5842583536702857
273,0.004867402817141965,0.37573257068941546,0.5373318913593985,0.47752125138702456
274,0.002790127239471,0.3350446047550449,0.5033368404849928,0.8421633196019854
275,0.00422592918688307,0.44406115244908206,0.4992234198335496,0.5124284413059482
276,0.011308385228505953,0.17493991532351483,0.52496564149943,0.37904540396775266
277,0.005939028966884403,0.22804246627206123,0.5270578697917054,0.5310009351277231
278,0.004770183542151941,0.03955202731741987,0.49951439304857265,0.5210092611027035
279,0.010345960556364562,0.16771732090391714,0.531799060913069,0.37740500002422384
280,0.006279494896460742,1.0949715165836627,0.47216964586664933,3.7691041016081543
281,0.0030869023701988007,0.3459377344382252,0.4332956338698836,1.0329887040439023
282,0.005857215379119022,0.29083180205489906,0.6047631124119847,0.8363755700460136
283,0.0048153501756787115,0.6587954186903274,0.468958864110544,3.0215077816669846
284,0.005181516867767088,1.6660064582857397,0.5237194709264033,1.4482946057921247
285,0.05369780899498989,0.2019488407153696,0.5361065118660895,0.5265602963718975
286,0.005065093286899234,0.2178192926248613,0.5139435730482581,0.38280457125982836
287,0.004374156777557577,0.35556970575419045,0.49476934630009667,0.6218168252257773
288,0.005298490100481459,0.46622363067377853,0.5359614103077065,0.5206752892578471
289,0.009702622623845174,0.14085444756870166,0.5375318901043071,0.4104776733777397
290,0.02680833548897022,0.2562680263803239,0.5190022465916025,0.4314897438812133
291,0.0035643397775329557,0.11506222676501791,0.5156412957191189,0.7350582235635812
292,0.0462412129737213,0.7132252844775,0.5173726052073049,0.30327296226104616
293,0.004653834512920679,0.13447517900837955,0.51461330119947,1.4849704428206583
