subj,z,kappa,beta_param,anx_threat_slope,conf_threat_slope
128,0.2978581704060303,3.0182072739908734,1.4649465191869526,0.6249999945672843,4.791666789290807
129,0.5192352999485583,0.960301900404666,1.9946589689705585,-0.6250000217308579,-0.2083333535119907
130,0.2309351329773473,0.4876543277001741,0.453825429828432,3.125000104773793,-1.6666667194416118
131,0.2663419158925345,1.148881760934133,0.6689558559958209,3.5416667691121515,-6.250000244472179
132,0.2899411878445629,1.304250964505782,0.4686776277030333,4.375000155996537,-1.041666709352287
133,0.2120433896141533,1.1397658337175205,0.8069928058588064,-0.6249999945672831,0.6250000488944388
134,0.5363992664648964,4.706307976899383,1.3913571980222177,-1.0416667636794377,1.2500000162981444
135,0.4778251482844855,0.7964498729979915,0.8183556426984163,1.2500000201786567,-1.250000039581209
136,0.5395362579395155,0.6212941071346461,0.7816783161987276,6.041666871557639,-4.583333521150058
137,0.2248136939121979,0.5169935926845015,2.110241718428051,2.9166667706643574,-3.3333334505247603
138,0.3162132741750831,1.7166845261230146,0.4477056038515336,0.4166666759798929,-1.2500000162981442
139,0.4018822895224991,4.416795061351354,0.8071298097754893,0.4166666565773389,0.0
140,0.2559355176453691,1.8174587519271628,0.6199977872603488,-1.4583333504075784,-4.166666806365056
141,1.4611872141233966,1.865847085225698,0.7292924209270709,0.0,-1.0416667093522858
142,0.1925086450849565,1.4502273317899794,1.5486199206166733,4.791666781529785,-3.750000110982609
143,1.0171982113435,1.03261768420891,0.525221786435351,1.2500000279396781,-3.7500001109826084
144,0.3469022369512616,1.9553233952651836,0.63579116855019,2.291666729530942,-2.9166667745448667
145,0.1710218913392517,0.6991846646951416,0.4185415300352042,0.833333313154676,-1.458333428017799
146,0.6998465360543197,4.523689285416094,1.5753776316972716,2.500000051998843,-1.4583333465270683
147,0.3205329508158026,2.909479653871028,0.7620096656593988,-1.458333362049113,-1.0416667054717752
148,0.3012784653150417,2.3787827883466472,0.4703722868513211,1.0416666899497327,-1.8750000923561587
149,0.2643634040755163,0.810183682221535,2.087180357274939,4.5833334901059715,-4.5833334939864825
150,0.1635247315712211,1.1270876553529636,0.5245993010739226,1.0416666899497316,1.9402556086910212e-08
151,0.2843930084882588,1.1450018723099258,1.2834502696917005,1.4583333969737116,-5.2083335351198965
152,0.4834666380945728,2.602541636278728,0.4055502759529005,0.6250000605359708,1.4583333659296238
153,0.4101224258163761,4.116643590830679,7.456598408845314,1.4583334008542244,-1.041666674427686
154,0.3697848928137717,1.3614494967398223,2.2518644345373224,1.0416666744276895,0.4166666643383599
155,0.3025574160298974,1.1589502681464037,0.8132676587737661,3.1250001086543016,-0.62500002173086
156,0.521439938919728,1.4809617735148248,0.8312784519615631,0.8333333558402998,-2.0833334070630385
