subj,subj_idx,alpha_bayes,alpha_sd,rho_bayes,rho_sd,gamma_bayes,gamma_sd,alpha_ols,rho_ols
249,248,0.45415908,0.029893426,0.09066871,0.030282898,0.5663689,0.024595102,0.45524923214610685,0.10872227
250,249,0.058335878,0.029330967,0.048602454,0.029398317,0.46276635,0.023923764,0.05498381275750053,0.04160562
251,250,0.01191847,0.031115023,0.04089593,0.030355724,0.70285684,0.024581755,0.00920714423628377,0.022249043
252,251,0.25758064,0.030309718,0.09620442,0.030089099,0.5978836,0.023749221,0.2573178054689251,0.116797805
253,252,0.055967864,0.031712938,0.12805417,0.029806837,0.5922927,0.024844483,0.05308020031987234,0.17019933
254,253,0.03689213,0.030168947,0.018583516,0.029341135,0.57183933,0.024064379,0.03396934245370361,-0.012234867
255,254,0.29297343,0.0313008,0.06592849,0.029423896,0.6268439,0.023646483,0.29314811424502024,0.06488329
256,255,0.6719463,0.030109644,0.07689251,0.029382767,0.6512608,0.023265664,0.6765237078990465,0.08469653
257,256,0.23890397,0.029904421,0.04964667,0.030031048,1.7147851,0.023982504,0.2383085273840091,0.014567256
258,257,0.09120192,0.030456012,0.063972235,0.029772932,0.6057248,0.024657285,0.08887059102676474,0.0636611
259,258,0.22701257,0.030142954,0.035313047,0.03030249,0.6426251,0.024752794,0.22621904441025378,0.014246881
260,259,0.60042655,0.030697465,0.047955345,0.029648324,0.6015175,0.024004996,0.6042885839203258,0.03752786
261,260,0.30347323,0.030780261,0.08174945,0.029206416,0.6770607,0.023352377,0.303579777231909,0.092289805
262,261,0.75255835,0.03131728,0.087629125,0.030396491,0.7455123,0.024571491,0.7575933177121791,0.099749684
263,262,0.19983536,0.030570362,0.09607441,0.02948814,0.56040967,0.023888174,0.19836771164102396,0.119145334
264,263,0.0055495067,0.030848922,0.033037685,0.028999172,0.60185564,0.023791458,0.0018196154367650507,0.010353327
265,264,0.73421806,0.030681694,0.04987534,0.029695375,0.7102464,0.023543887,0.7386710430495441,0.03853953
266,265,0.22152114,0.030631118,0.035708006,0.030362925,0.64400953,0.024420926,0.22055584418455543,0.014699221
267,266,0.0033080888,0.03126444,-0.038950846,0.030886963,0.7325447,0.023874886,0.0,-0.11600965
268,267,0.5311042,0.031082474,0.084074005,0.030283289,0.5211625,0.025280474,0.5335674338702914,0.09848791
269,268,0.3468242,0.030304134,0.07641084,0.02961541,0.6515272,0.024344424,0.3472216039918344,0.08332825
270,269,0.2344424,0.030404776,0.084670424,0.029940214,0.6748936,0.023512386,0.23319146428980972,0.0968886
271,270,0.108244464,0.030867172,0.069387496,0.029497799,0.61200356,0.023642613,0.10666033792011484,0.072380304
272,271,0.13423549,0.029891737,0.09056835,0.03015587,0.7527128,0.024312986,0.13138691668130698,0.10361159
273,272,0.28184268,0.030149888,0.056996137,0.029629454,0.68276554,0.024509843,0.2818562439604909,0.05044359
274,273,0.14165585,0.029626194,0.07568477,0.029444283,0.63356954,0.024000691,0.1397462586121746,0.08273262
275,274,0.05866135,0.030717738,0.07933529,0.029823437,0.58620507,0.024271676,0.055935462590846245,0.08967775
276,275,0.029738134,0.029910924,0.10232151,0.029386012,0.5715385,0.023741988,0.02671189509303389,0.12775046
277,276,0.08296807,0.02959095,0.07572626,0.028834138,0.6586666,0.024120498,0.08061488103911787,0.08107197
278,277,0.1479292,0.030062374,0.06028433,0.030321676,0.745818,0.024192972,0.14648631558591532,0.053443372
279,278,0.059899587,0.030611299,0.020469936,0.030102838,0.5596092,0.024116224,0.057216550139360944,-0.009693742
280,279,0.006312168,0.033105366,-0.014553178,0.031180443,1.048724,0.02476122,0.0025002502878666245,-0.09108096
281,280,0.39541635,0.030625625,0.08303914,0.02972608,0.66814864,0.024293512,0.39652577170155545,0.09416807
282,281,0.59476775,0.030464362,0.10594581,0.029849451,0.6581296,0.023763703,0.5977962998972263,0.13193965
283,282,0.0033782646,0.030964434,0.020651508,0.030380068,0.90043426,0.024088781,4.7855562745378566e-06,-0.01685369
284,283,0.0056853513,0.029936502,0.076254554,0.030268585,0.8263984,0.02452139,0.0018532991777231664,0.07862127
285,284,0.4564402,0.029844346,0.015955476,0.030257704,0.45888188,0.024805304,0.4581359892818727,-0.013064027
286,285,0.18944071,0.02943032,0.07003186,0.029375251,0.56172615,0.02367369,0.18800136921503502,0.07423067
287,286,0.08732501,0.032074086,0.07273969,0.030124601,0.57186687,0.024784444,0.08435878272169772,0.07998097
288,287,0.09762691,0.031059824,0.0563269,0.030037433,0.57226086,0.024575666,0.09542424032948314,0.051533878
289,288,0.45635518,0.03088179,0.015045967,0.029774744,0.5931121,0.023927405,0.4585452665256645,-0.017468274
290,289,0.11813795,0.03051414,0.07177569,0.029972121,0.4752495,0.024426164,0.11594299890305135,0.08038971
291,290,0.030636765,0.030439109,0.08027213,0.031028073,0.62805176,0.025106778,0.027094406093001993,0.09023726
292,291,0.31206995,0.031082802,0.058843497,0.029499546,0.5356966,0.023977196,0.31275470488517515,0.056301355
293,292,0.19915842,0.030282572,0.051714197,0.029801011,0.73161477,0.024647746,0.1979041472995805,0.039129913
