window,predictor,bin,bin_mid,beta,p
encounter,anx_z,33,1.350000000000003,0.0021056662906015714,0.5709941559357795
encounter,anx_z,34,1.450000000000003,0.0026979684723966034,0.47427458294414704
encounter,anx_z,35,1.5500000000000032,0.0007522565839377518,0.849768014253157
encounter,anx_z,36,1.6500000000000032,0.0011343412071594112,0.7650425157163785
encounter,anx_z,37,1.7500000000000033,0.001836812090389673,0.6241897722255718
encounter,anx_z,38,1.8500000000000034,0.0033124127070792413,0.40407575142008745
encounter,anx_z,39,1.9500000000000035,0.005160027904620294,0.1951052002333976
encounter,threat_pre_z,0,-1.95,0.02536732393649688,4.955764425886249e-05
encounter,threat_pre_z,1,-1.8499999999999999,0.020670428345219014,0.00033764292122689
encounter,threat_pre_z,2,-1.7499999999999998,0.01748003065139592,0.0011333874308541731
encounter,threat_pre_z,3,-1.6499999999999997,0.01674535103530293,0.0009135017623842584
encounter,threat_pre_z,4,-1.5499999999999996,0.016874183808941533,0.0006333243517749722
encounter,threat_pre_z,5,-1.4499999999999995,0.015910381418986843,0.00100801644553182
encounter,threat_pre_z,6,-1.3499999999999994,0.014375789729629903,0.00176435396901934
encounter,threat_pre_z,7,-1.2499999999999993,0.012884743722733115,0.002639859870430289
