subj,trial,T_round,distance,cookie,is_attack,type,epoch,norm_rate,n_presses,median_ipi,press_sd,press_cv,frac_full,relative_vigor,pause_freq
246,13,0.9,1,1,1,6,anticipatory,0.9126496577932739,7,0.14154052734375,0.43755003070876136,0.4336143990268601,0.5,1.0140551753258598,0.0
246,13,0.9,1,1,1,6,reactive,0.8318528123958571,15,0.1502685546875,0.5707119944287978,0.487027476353241,0.42857142857142855,0.9242809026620634,0.0
246,13,0.9,1,1,1,6,terminal,0.9126496577932739,9,0.14154052734375,0.3904032822691001,0.39657705873405324,0.5,1.0140551753258598,0.0
246,14,0.9,1,0,1,1,full,1.0767613038906414,32,0.1160888671875,1.724451938583907,1.024172560150471,1.0,2.6919032597266033,0.0
246,14,0.9,1,0,1,1,onset,1.0618683502059985,3,0.11773681640625,0.013761901894841833,0.012960082944530812,1.0,2.654670875514996,0.0
246,14,0.9,1,0,1,1,anticipatory,1.0618683502059985,3,0.11773681640625,0.013761901894841833,0.012960082944530812,1.0,2.654670875514996,0.0
246,14,0.9,1,0,1,1,reactive,1.0801795937442624,19,0.11572265625,1.0903611253460626,0.7420093569352472,1.0,2.700448984360656,0.0
246,14,0.9,1,0,1,1,terminal,1.0618683502059985,3,0.11773681640625,0.013761901894841833,0.012960082944530812,1.0,2.654670875514996,0.0
246,15,0.9,1,0,1,5,full,1.0716905080067471,69,0.11663818359375,0.500373123336558,0.4311715350316973,1.0,2.679226270016868,0.0
246,15,0.9,1,0,1,5,onset,1.0711297071129706,18,0.11669921875,0.5070602179292658,0.42008769540326735,1.0,2.677824267782426,0.0
246,15,0.9,1,0,1,5,anticipatory,1.0291457286432162,8,0.1214599609375,0.7358359691323366,0.5289885320065814,1.0,2.5728643216080402,0.0
246,15,0.9,1,0,1,5,reactive,1.0578512396694215,14,0.1181640625,0.6437087243323361,0.538657581360372,1.0,2.644628099173554,0.0
246,15,0.9,1,0,1,5,terminal,1.0617724589007813,17,0.11773681640625,0.5217853278631809,0.42966910980906686,1.0,2.654431147251953,0.0
246,16,0.1,2,0,0,1,full,1.0666666666666667,31,0.1171875,0.36671076483340975,0.3556733294826807,1.0,2.6666666666666665,0.0
246,16,0.1,2,0,0,1,onset,1.0115470043981585,3,0.13116455078125,0.24335495638615534,0.2405770125639832,1.0,2.528867510995396,0.0
246,16,0.1,2,0,0,1,anticipatory,1.0115470043981585,3,0.13116455078125,0.24335495638615534,0.2405770125639832,1.0,2.528867510995396,0.0
246,16,0.1,2,0,0,1,reactive,1.0666666666666667,15,0.1171875,0.3938606961774929,0.3630133851837389,1.0,2.6666666666666665,0.0
