subj,trial,T_round,distance,cookie_type,is_attack,predator_probability,antic_vigor_resid,react_vigor_resid,term_vigor_resid,log_k_z,log_beta_z,log_cd_z
2,3,0.5,1.0,0.0,0,0.5,0.20961789879224946,,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,4,0.1,1.0,0.0,0,0.1,0.4271990607370846,0.47155769773670975,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,5,0.1,2.0,0.0,0,0.1,0.6153799322631341,0.4929650898139999,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,6,0.9,1.0,0.0,1,0.9,0.4960043952913795,0.595041718312203,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,7,0.9,3.0,1.0,0,0.9,0.15747261481888652,0.10582277570468768,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,8,0.5,1.0,0.0,0,0.5,-0.014415769691316638,-0.03278748463262282,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,9,0.9,1.0,0.0,0,0.9,0.13515564596439478,0.07937915697357534,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,10,0.5,1.0,0.0,1,0.5,0.15972587071628452,0.2069985439197748,0.1816204429677759,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,11,0.5,3.0,0.0,1,0.5,0.19105871313629452,0.16581237444538877,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,12,0.1,1.0,0.0,1,0.1,0.1741968557854442,0.133980117661882,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,13,0.9,3.0,1.0,1,0.9,0.1239332641749995,0.31809274441611557,-0.11744561804791787,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,15,0.9,3.0,0.0,1,0.9,0.05008750123279815,0.008504780527086364,-0.016264966052748298,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,16,0.1,1.0,0.0,0,0.1,-0.11006885449199455,-0.1115856675595826,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,17,0.5,3.0,1.0,0,0.5,-0.004751406837973038,-0.08575341388148405,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,18,0.1,1.0,0.0,0,0.1,-0.07951643406786285,-0.1694289491176848,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,19,0.9,1.0,0.0,1,0.9,-0.11652693558412669,0.0028221405187895954,0.008328445947920704,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,20,0.5,1.0,0.0,0,0.5,-0.1216696084957617,-0.12198039778288694,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,21,0.5,1.0,0.0,0,0.5,-0.19326354707030807,-0.18493324051676868,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,22,0.1,1.0,0.0,0,0.1,-0.2137444138303446,-0.23934808460796703,,2.095326973969738,-0.20474987119716132,-2.019554667121159
