subj,k,beta,log_k,log_beta,c_death,log_cd,log_k_z,log_beta_z,log_cd_z
36,0.5212207085487836,4.768056058705952,-0.6515817020787343,1.5619386869728653,35.704973204384814,3.575289984528444,0.04196297335072205,-0.20721765877676104,0.2337968057266468
37,1.7041039540216574,7.2722585641663935,0.5330394324275952,1.9840669123715655,15.94106279800858,2.7688983460458316,1.7345816662556433,0.7453586742572436,-0.1924204364927609
38,0.4486792188734657,6.46725755947765,-0.8014470811501404,1.8667521484036718,38.24240586255642,3.6439450010199526,-0.17216873057270526,0.480625683314179,0.27008432459105497
39,0.24516580342908212,2.2552000963923837,-1.4058205486384117,0.8132387035600421,26.447909048055184,3.27517710217587,-1.035713874896607,-1.896737197699787,0.07517253562443442
40,0.38607147171779804,4.129854213420694,-0.9517327667666146,1.418242106936027,16.57254280315279,2.807747277911959,-0.38690097984705524,-0.5314839670809115,-0.1718868845398811
41,1.189538603524958,5.2702371835312,0.173565503807164,1.6620753679031715,2.0666520529412997,0.7259299322004998,1.2209556017937147,0.018751197564681965,-1.2722287104587495
42,0.6087119581374832,2.6712751230393965,-0.49641009830397054,0.9825559325819668,109.10934755439648,4.692350567944212,0.26367635453791016,-1.5146552248848975,0.8242177110715593
43,2.0733936370923116,4.611551897492536,0.7291867030743041,1.5285644375590843,14.093237752754977,2.6456950903399012,2.0148421876899976,-0.2825301307023582,-0.2575393556053707
44,0.6850168788623454,5.420100792207066,-0.3783118003485314,1.690114411626812,3.5687100019207176,1.2722041864912745,0.4324183944162838,0.08202422183786044,-0.9834961702784015
45,0.8239050905343126,6.822494692307836,-0.19369993709694844,1.92022519563125,13.28825375869508,2.5868804689600093,0.6961968140051392,0.6012931871184802,-0.28862574654797307
46,0.3132824497808048,13.446395077092323,-1.1606500998901623,2.5987110461149885,30.68852217927552,3.4238887143042906,-0.6854077116758145,2.1323672176664683,0.15377386304723145
47,0.49232713667887934,3.2341860099914714,-0.7086118714968983,1.1737772765050412,6.372144319789418,1.8519360408480356,-0.039523274028231116,-1.0831443340411664,-0.6770796594926067
48,0.524709229879056,9.14535680805905,-0.6449110176703046,2.213246297818607,37.04646318777678,3.612172886666605,0.05149422751738263,1.262525841626672,0.25329121524700837
49,0.29019417462099767,8.065240739416506,-1.2372050124034193,2.087563561028326,51.27509864990544,3.937205227894291,-0.7947914396705368,0.9789096479350844,0.42508663263360486
50,0.7301687558338827,5.619642465988529,-0.31447959918073465,1.7262680437303721,24.04956555391346,3.1801169321022664,0.5236235685928406,0.16360866045847616,0.02492860748807775
51,0.28495063198446796,3.8153225609344177,-1.2554393348251252,1.3390252118658592,110.8081597757332,4.707800415786902,-0.8208451323528783,-0.7102451464571727,0.8323837078725822
52,1.2947675358535522,3.3219655637356946,0.25833117004443734,1.200556645013261,72.418160230475,4.282457099851244,1.342071076615578,-1.0227138981696189,0.6075690564512389
53,0.4776722190755185,13.624978287445792,-0.7388305158655193,2.611904746966078,25.18786363723836,3.226362276813142,-0.08270048980016585,2.1621401786287633,0.049371523743068566
54,0.40835500428442056,5.255240570926582,-0.8956183743627248,1.6592257827152417,10.423068640189662,2.3440214881897528,-0.30672321941615843,0.01232081161637832,-0.41698854210831776
55,0.7139828688998622,10.435100005016562,-0.33689631006784054,2.34517512409767,1.4324984438508044,0.3594200832891025,0.49159396623666396,1.5602369871907782,-1.4659470100968923
56,0.4149976021070358,7.441139252115002,-0.8794825368234672,2.0070239624067954,38.31749296624438,3.6459065273258116,-0.283667898648134,0.7971636501485921,0.2711210867457286
57,0.6932341814224301,3.7867378246401397,-0.3663874127452425,1.3315049161666803,0.7600396419583749,-0.27438468659052445,0.4494562816959006,-0.7272154774358444,-1.800943689417527
58,0.5186993707459175,5.7043653111537465,-0.6564308107623652,1.7412317257936425,20.39275580232959,3.0151797300555487,0.03503443581010017,0.1973757684860283,-0.062248734191728224
59,0.7642880931064256,4.384275359206666,-0.26881047567654476,1.4780243577112635,7.769220237222399,2.050169803773766,0.5888768465229098,-0.39657908795275676,-0.5723034642582826
60,0.2312048240804915,5.296548890973961,-1.4644512770015443,1.6670554558196946,0.7639570091167025,-0.26924376218853324,-1.1194870441533125,0.029989284952058055,-1.798226460571754
61,0.6199657123827228,5.809785773046909,-0.4780911050807571,1.7595436980750612,29.830294569728004,3.3955244734268777,0.28985102714978395,0.23869864233550545,0.13878198075642986
62,0.20895712681990228,2.9388117136449914,-1.565626182893357,1.0780053206159137,1.899343587827618,0.6415083463896721,-1.2640484840745616,-1.2992637334539696,-1.316849628844991
63,0.2913029535676941,6.516010297023726,-1.233391475803838,1.874262271006157,116.2668599014022,4.755888065361339,-0.7893425555112833,0.49757305763996407,0.8578003719453856
64,0.5834053561572246,8.907863426354409,-0.5388730406560966,2.1869344177053427,39.41324964757469,3.6741020452440414,0.20300415488911291,1.203150342038009,0.2860237907378843
65,0.7925464776749918,6.013735525704485,-0.23250412804185713,1.7940461071617806,37.46909764396571,3.623516530422362,0.6407523372494753,0.3165569241351273,0.2592868832668255
66,0.21237465009403064,2.7139586960585635,-1.5494033465768926,0.9984083424533042,19.21977270104886,2.9559395773041035,-1.2408688571024091,-1.4788826099389811,-0.09356003918230182
67,0.38750061946486386,2.8202830220618695,-0.9480378315710096,1.0368372423473373,1.1438832069964049,0.13442879595952564,-0.38162155657915997,-1.3921637924303578,-1.5848658597385534
68,0.48659351523925987,3.4572332643414865,-0.7203261753979238,1.2404686346079787,0.4751484422071831,-0.7441280138586874,-0.056260988036269347,-0.9326483341900521,-2.049225908558521
69,0.23942560602553709,4.803276600320109,-1.42951253240699,1.5692983100980187,127.9890835545496,4.851944975552587,-1.0695656216117349,-0.1906099022059955,0.9085711257628108
70,0.8446871521881593,8.155579172168425,-0.1687889542753805,2.098702254050028,2.3952329347225123,0.8734804848903425,0.7317902995122089,1.0040452695661253,-1.1942410594784496
71,0.4924860473011635,4.898958747394088,-0.708289149124273,1.589022682003325,9.69824697163753,2.271945144603233,-0.039062159580233465,-0.14609980141088869,-0.45508439891867747
72,4.30976713717286,5.547808037334198,1.4608838741578882,1.713402901517678,83.75723100874474,4.42792250738098,3.0603108807990753,0.13457712630471438,0.6844546066936887
73,0.41972956522144267,9.795432871069544,-0.8681446674223161,2.281916243484802,36.597952598430815,3.59999229890904,-0.2674680444271468,1.4174867305143208,0.24685318157343275
74,2.356814932913149,5.149619257133572,0.8573111028030452,1.638922781288964,0.5894863880441169,-0.5285036499513445,2.197909792750467,-0.03349502699512655,-1.9352579339986218
75,0.4866457349843795,6.698207551361653,-0.7202188641789038,1.901839960956966,13.481798291851874,2.60134050102663,-0.05610765886630877,0.5598049890444053,-0.28098291557636684
76,0.4078162836440755,4.682721285226937,-0.8969384911728823,1.5438794121430177,2.305000488032956,0.835080888176553,-0.30860943799238,-0.24797029449170627,-1.2145371159262641
77,5.79625712225541,7.566632533148101,1.7572123854923123,2.0237481247713767,2532.0229618751555,7.836773851894019,3.483713066455973,0.8349034654458783,2.4861985110925637
78,0.24600091112096711,9.076356799330089,-1.4024200393128643,2.2056728785435267,71.84658580635191,4.2745330930432095,-1.0308551352690911,1.2454356317626643,0.6033808330522422
79,0.2169470972022981,3.149952619823829,-1.5281017468581821,1.1473874113986513,2253.590886755189,7.720280172693137,-1.2104325557209612,-1.1426958148940842,2.4246259298361137
