subj_idx,mean_dev_subj,mean_dev_pop,mean_abs_dev_subj,mean_abs_dev_pop,mean_observed,mean_ustar_subj,mean_ustar_pop,subj,omega,kappa,log_omega,log_kappa,omega_z,kappa_z,escape_rate,earnings,mean_vigor,p_heavy,oc_ratio,pct_opt
18,-1.2288542417072206,-0.801247066273958,1.2288542417072206,0.801247066273958,0.847916813324704,2.0767710550319247,1.6491638795986623,18,0.8709705078624106,0.1212601850316433,-0.13814716279198086,-2.109816752431393,-0.2517472689206081,-0.41277959722996305,0.5609756097560976,53.0,1.0089867335519505,0.4888888888888889,0.8333333333333334,0.7333333333333333
19,-0.7026754667371999,-0.7749162694127854,0.7026754667371999,0.7749162694127854,0.928829549985208,1.6315050167224079,1.7037458193979933,19,1.5318461582281058,0.5033607651639311,0.42647364736492505,-0.6864481390006745,0.3973995085861735,0.6369448885813953,0.38461538461538464,31.0,0.847916813324704,0.37777777777777777,1.0,0.7111111111111111
20,-0.9175504871146778,-0.8057110222317347,0.9175504871146778,0.8057110222317347,0.9365632252599041,1.854113712374582,1.7422742474916388,20,1.4520800820922295,0.3307383460364238,0.3729970678378169,-1.1064277115695194,0.33591727369925806,0.327212865052015,0.4634146341463415,53.0,0.928829549985208,0.4222222222222222,1.0,0.7555555555555555
21,-1.0505450009593276,-0.8485383119961168,1.0505450009593276,0.8485383119961168,0.9879165375022109,2.0384615384615383,1.8364548494983277,21,0.9250851089423864,0.1981717536108143,-0.07786953603489695,-1.6186211818195393,-0.1824458431473643,-0.05052626880328392,0.8292682926829268,175.0,0.9365632252599041,0.5111111111111111,0.7333333333333333,0.6666666666666666
22,-0.9061335118508937,-0.5695831057352703,0.9061335118508937,0.5695831057352703,1.2831163687033345,2.1892498805542284,1.8526994744386047,22,0.8499663770474899,0.1373736554359851,-0.16255848669486828,-1.9850506538513994,-0.27981306451505306,-0.3207654643885071,0.6585365853658537,111.0,0.9879165375022109,0.5555555555555556,0.7777777777777778,0.8
23,-1.491317588660142,-0.8847241820667352,1.491317588660142,0.8847241820667352,1.008682411339858,2.5,1.8934065934065933,23,1.1789602693546783,0.0160105546811692,0.16463292239088256,-4.134507106654294,0.09636019196993986,-1.9059746985966568,0.3170731707317073,15.0,1.2831163687033345,0.5333333333333333,0.7142857142857143,0.6888888888888889
24,-1.245013393340132,-0.5823601045998867,1.245013393340132,0.5823601045998867,1.0668037749987755,2.3118171683389073,1.649163879598662,24,0.2777647968201427,0.0416469362015978,-1.2809805780014987,-3.178527473660885,-1.5656673642570986,-1.2009463459822318,0.4634146341463415,97.0,1.008682411339858,0.7333333333333333,0.2857142857142857,0.8444444444444444
25,-0.8806299104123275,-0.28718509435881584,0.8806299104123275,0.4018417744523235,1.3742864775475387,2.254916387959866,1.6614715719063544,25,1.9724700662510295,0.1440228969217736,0.679286598084608,-1.9377829856451088,0.6880595574534065,-0.28590588673928735,0.8205128205128205,127.0,1.0668037749987755,0.3333333333333333,1.0,0.6666666666666666
26,-1.5401899174940301,-0.7016614894003846,1.5401899174940301,0.7016614894003846,0.9598100825059698,2.5,1.6614715719063544,26,2.6176197838612625,0.0250672844021399,0.962265425413187,-3.686191693295714,1.0134014339101864,-1.5753451889049646,0.6153846153846154,65.0,1.3742864775475387,0.26666666666666666,0.95,0.5555555555555556
27,-0.9054653389085809,-0.6638599877380125,0.9054653389085809,0.6638599877380125,1.0398858316599806,1.9453511705685618,1.7037458193979933,27,1.7111079417710588,0.3066326435129096,0.5371410798699299,-1.182104848828619,0.5246342932297102,0.27140150090684756,0.3170731707317073,-21.0,0.9598100825059698,0.28888888888888886,0.9473684210526315,0.5777777777777777
28,-1.0972329115724484,-0.6351211103302125,1.0972329115724484,0.6351211103302125,1.1338707673573174,2.231103678929766,1.7689918776875297,28,1.7389643086577762,0.163708134606547,0.5532897111004412,-1.8096701036799372,0.5432004383944955,-0.19142352435070092,0.5384615384615384,97.0,1.0398858316599806,0.37777777777777777,1.0,0.7111111111111111
29,-1.5232397040265937,-0.827205303644367,1.5232397040265937,0.827205303644367,0.9389198755242903,2.462159579550884,1.7661251791686574,29,0.7263933425689098,0.0332101269022862,-0.31966361670276,-3.4049004223937307,-0.46043745355601995,-1.3678948264868245,0.4358974358974359,50.0,1.1338707673573174,0.6,0.5882352941176471,0.6222222222222222
30,-1.0249524537594177,-0.8323103132911902,1.0249524537594177,0.8323103132911902,0.9924388505884084,2.017391304347826,1.8247491638795985,30,1.0262991023524215,0.2192099069707532,0.02595922702471914,-1.5177255288951286,-0.06307350379994507,0.02388357583379789,0.3076923076923077,3.0,0.9389198755242903,0.4888888888888889,0.8333333333333334,0.7333333333333333
31,-1.1968252938222688,-0.9306045580363156,1.1968252938222688,0.9306045580363156,0.6356161777496375,1.8324414715719064,1.5662207357859532,31,0.4509635769678151,0.0968075839728276,-0.7963687033442861,-2.3350299409418267,-1.0085071761871118,-0.5788727626098238,0.07317073170731707,-103.0,0.9924388505884084,0.6222222222222222,0.5625,0.6444444444444445
32,-0.25769159462628755,-0.9110695210476922,0.25769159462628755,0.9110695210476922,0.9331445257750502,1.1908361204013378,1.8442140468227426,32,2.3035756984121116,3.146945740621344,0.834462567199055,1.1464323763134674,0.8664659825887856,1.988681563352077,0.7435897435897436,60.0,0.6356161777496375,0.1111111111111111,1.0,0.4444444444444444
33,-0.9746872793322505,-0.9438151414367013,0.9746872793322505,0.9438151414367013,0.7689453422267924,1.743632621559043,1.7127604836634935,33,0.6425733928583937,0.2054230246397975,-0.4422742386067311,-1.5826838911790029,-0.6014033702655844,-0.024022766068202264,0.5121951219512195,93.0,0.9331445257750502,0.6222222222222222,0.625,0.8222222222222222
34,-0.0014460046195408304,-0.4814460046195409,0.1643240437769909,0.48458952313646914,1.0826342629389876,1.0840802675585284,1.5640802675585284,34,1.2351057815245567,1.2027393579214674,0.21115661946824818,0.18460175343644983,0.14984867041812336,1.2793381462567412,0.2926829268292683,-39.0,0.7689453422267924,0.3333333333333333,0.8947368421052632,0.5777777777777777
35,-1.3848302196330502,-0.7581258203533999,1.3848302196330502,0.7581258203533999,0.981802144658177,2.366632364291227,1.7399279650115769,35,7.944918269717202,0.4950882729992215,2.0725325129272343,-0.7030192030208682,2.2898798935533877,0.6247238437348197,0.0975609756097561,-153.0,1.0826342629389876,0.022222222222222223,1.0,0.35555555555555557
36,-1.012307484891063,-0.7427422674997587,1.012307484891063,0.7427422674997587,0.8682945217979001,1.880602006688963,1.611036789297659,36,1.0824811321022452,0.1932377604836275,0.07925575081396301,-1.643833928663297,-0.0017982797066518513,-0.06912049482929132,0.4358974358974359,35.0,0.981802144658177,0.4666666666666667,0.8,0.6666666666666666
37,-0.693864587050113,-0.710586995076869,0.693864587050113,0.710586995076869,0.9767039748227967,1.6705685618729096,1.6872909698996654,37,3.9009507286975937,1.0289526214421596,1.3612203000160428,0.028541412489807103,1.4720814303968488,1.1642447265972289,0.7560975609756098,69.0,0.8682945217979001,0.08888888888888889,1.0,0.4222222222222222
38,-1.151364968904591,-0.8308298518477348,1.151364968904591,0.8308298518477348,0.9638858672158102,2.1152508361204014,1.7947157190635452,38,1.1957890760702508,0.1778952127592479,0.17880628217478076,-1.7265605944012128,0.11265535974387458,-0.1301308373612321,0.34146341463414637,-23.0,0.9767039748227967,0.4222222222222222,1.0,0.7555555555555555
39,-1.2455531021150894,-0.9004026004428487,1.2455531021150894,0.9004026004428487,0.9023398744735391,2.1478929765886288,1.802742474916388,39,0.1716946464032115,0.0487637720979839,-1.762037691511163,-3.0207676168611552,-2.1187406293830016,-1.084599545161876,0.3333333333333333,46.0,0.9638858672158102,0.8,0.3333333333333333,0.6
