subj,omega,kappa,log_om,log_kap,pred_earn,shortfall
221,1.1836127849739675,0.1739943104938367,0.16857144325473017,-1.7487326786134927,0.7507135134926928,0.19737501756228393
222,2.439379545665141,0.2910099717332181,0.8917437224058422,-1.2343977452732884,0.4729542444240864,0.4751342866308903
223,1.3896620887087312,0.00411418559776,0.32906061594021,-5.493314375069401,0.7746490938506199,0.17343943720435684
224,0.2330159773491632,0.0164606801431038,-1.456648255453405,-4.106780763620692,0.9385438633598088,0.00954466769516793
225,0.5586430495992087,0.045540173218651,-0.5822445614888851,-3.089160414694335,0.8927981858901423,0.05529034516483444
226,5.6474882590371625,0.8831080650887537,1.7312108903914436,-0.1243077018475165,-0.005132725452434798,0.9532212565074115
227,0.6139582603153074,0.0463319899821541,-0.48782833308823165,-3.0719226281307845,0.8857370338151106,0.062351497239866105
228,1.1369426927146724,0.4745791417399309,0.12834281131230194,-0.7453268850825258,0.6790105164970224,0.2690780145579543
229,0.4797915956355639,0.0744000865367057,-0.7344034451210282,-2.5982981740160027,0.8894858818798174,0.05860264917515934
230,1.5515624072157743,0.2191906786574763,0.4392624278909453,-1.5178132491852905,0.6659860214620437,0.28210250959293304
231,0.5938856352236471,0.1636009641083409,-0.5210685114499294,-1.810324961748086,0.8471316252072068,0.10095690584776995
232,0.4624383725104297,0.5674882510427834,-0.771241979534142,-0.5665352328492007,0.7568196050616373,0.19126892599333944
233,0.9964199482473916,0.3116001964279759,-0.0035864754739701236,-1.166034334600711,0.7462419661031068,0.20184656495186992
234,3.1878203018535065,0.1751397938700309,1.1593373922920807,-1.7421708018327338,0.3654993717671772,0.5825891592877995
235,0.3958322033210544,0.0828915099512245,-0.926764886513388,-2.4902226352190713,0.8937850901012502,0.05430344095372652
