omega,kappa,earnings,survival
0.41753189365604015,0.07573739175895006,1.3881322890664405,0.7373536013443817
0.41753189365604015,0.0931033948916044,1.3862798147100035,0.7372899768357462
0.41753189365604015,0.11445128937012382,1.3718597674637263,0.7356847356496465
0.41753189365604015,0.1406940923446931,1.3446483658355102,0.7327029707910319
0.41753189365604015,0.17295416879649622,1.2989612898294163,0.7268715732993093
0.41753189365604015,0.21261123338996563,1.2522871041427208,0.7212499055377393
0.41753189365604015,0.261361358781646,1.1924198708723945,0.7144305304803718
0.41753189365604015,0.3212895140817721,1.1116206294827458,0.7056282458031413
0.41753189365604015,0.3949587358288188,1.0154679084871214,0.6952502458223528
0.41753189365604015,0.48551974518470176,0.8997986384717167,0.6826893309675023
0.41753189365604015,0.5968456995122308,0.7791250819925594,0.6692708662192461
0.41753189365604015,0.7336978414559202,0.6558374199231702,0.6556105360126958
0.41753189365604015,0.9019291300867378,0.5282035386110996,0.6408369741246999
0.41753189365604015,1.1087345631067829,0.4069566225637253,0.6268018715750815
0.41753189365604015,1.362958896015886,0.2872938780160099,0.6124879098464739
0.41753189365604015,1.6754749189233409,0.17816454755401562,0.5993173447545258
0.41753189365604015,2.059648469331724,0.06648690198444918,0.5855276819183831
0.41753189365604015,2.5319100687860603,-0.03994622073453177,0.5718936082717622
0.41753189365604015,3.1124576314230024,-0.13959060403828794,0.5592553879950647
0.41753189365604015,3.826120298201573,-0.22874535873366522,0.547680657860597
0.41753189365604015,4.703420341698632,-0.3146877799365348,0.5365900155850784
0.41753189365604015,5.781878557530657,-0.3855551482619728,0.5273192490328091
0.41753189365604015,7.107618972018045,-0.45760025567362195,0.5177070262123485
0.41753189365604015,8.737341497011023,-0.5169473253729774,0.5096977940220804
0.41753189365604015,10.7407468993397,-0.573734133868836,0.5021870438488034
0.41753189365604015,13.203517797162956,-0.6215403196362546,0.4956290995337478
0.41753189365604015,16.23098317592011,-0.6678935375637267,0.48916683255142485
0.41753189365604015,19.952623149688797,-0.6966192358049323,0.48539470176832733
0.4893900918477494,0.05011872336272722,1.3812775572465665,0.7415586877672541
0.4893900918477494,0.06161056229074131,1.3802693297307422,0.7414507347340815
0.4893900918477494,0.07573739175895006,1.3788459427497233,0.741341751011134
0.4893900918477494,0.0931033948916044,1.3770476331572894,0.7412586521441906
0.4893900918477494,0.11445128937012382,1.3723578459763033,0.7409263775863519
0.4893900918477494,0.1406940923446931,1.3459538069023815,0.737936496619227
0.4893900918477494,0.17295416879649622,1.3107867220302405,0.7336982031317625
0.4893900918477494,0.21261123338996563,1.2617750632479061,0.7275991105291965
0.4893900918477494,0.261361358781646,1.209320061090428,0.7214446671610417
0.4893900918477494,0.3212895140817721,1.138092066308766,0.7136456303496224
0.4893900918477494,0.3949587358288188,1.047064374979752,0.70366643603825
0.4893900918477494,0.48551974518470176,0.9380322704015845,0.6918902499995652
0.4893900918477494,0.5968456995122308,0.8251132011845874,0.6794058513752596
0.4893900918477494,0.7336978414559202,0.6964220850799029,0.6648215225683957
0.4893900918477494,0.9019291300867378,0.5732190772120475,0.6508078987943077
0.4893900918477494,1.1087345631067829,0.4516344706959194,0.6364539570336314
0.4893900918477494,1.362958896015886,0.3335121383797695,0.6223611902547577
0.4893900918477494,1.6754749189233409,0.21832388668784425,0.6083635605333414
0.4893900918477494,2.059648469331724,0.1072047196807773,0.5944259541604746
0.4893900918477494,2.5319100687860603,-0.0001292720793588171,0.5809406639190564
0.4893900918477494,3.1124576314230024,-0.10303365915254724,0.5676394069677336
0.4893900918477494,3.826120298201573,-0.19737209904029995,0.5552321267685691
0.4893900918477494,4.703420341698632,-0.28300649176010967,0.5441254807321335
0.4893900918477494,5.781878557530657,-0.3606361037859807,0.5340402189904189
0.4893900918477494,7.107618972018045,-0.4354893469860703,0.5236757861955577
0.4893900918477494,8.737341497011023,-0.5031504731664467,0.5142996924902652
0.4893900918477494,10.7407468993397,-0.5580150186231992,0.5070179437477944
0.4893900918477494,13.203517797162956,-0.6124572103044806,0.49972340964932194
0.4893900918477494,16.23098317592011,-0.6576261108325342,0.4933041611828204
0.4893900918477494,19.952623149688797,-0.7011644821293639,0.4869988848220311
0.5736152510448679,0.05011872336272722,1.3691871061437273,0.7460936342690958
0.5736152510448679,0.06161056229074131,1.368268581490829,0.7459691849787269
0.5736152510448679,0.07573739175895006,1.3670658212533158,0.745863975497119
0.5736152510448679,0.0931033948916044,1.3655046766390508,0.7457857445015293
0.5736152510448679,0.11445128937012382,1.3633016250738548,0.7457133309730494
0.5736152510448679,0.1406940923446931,1.3458252042703711,0.743882665183327
0.5736152510448679,0.17295416879649622,1.3179480188518686,0.7407556631237883
0.5736152510448679,0.21261123338996563,1.272716680831915,0.7350588191582696
0.5736152510448679,0.261361358781646,1.2219771703390645,0.7288877095833255
