subj,log_omega_true,log_omega_rec,log_omega_lo80,log_omega_hi80,log_omega_lo95,log_omega_hi95,log_kappa_true,log_kappa_rec,log_kappa_lo80,log_kappa_hi80,log_kappa_lo95,log_kappa_hi95
192,-1.2561702230189455,-0.9493103032153538,-1.513416772391537,-0.452552860055549,-1.9123311095552318,-0.2503332696757008,-3.487115243318279,-2.831726568512922,-3.737802940494549,-2.0231686957607073,-4.428846866889931,-1.6697202182815156
193,0.668969599546494,0.5665505636776748,0.23745209781876303,0.8790282452546655,0.04638872404803213,1.0222274509839855,-1.1041578287661744,-0.8363338880357686,-1.4325789270304052,-0.244937169640697,-1.7640301574221484,0.048586669126641106
194,-0.8295836242588066,-1.064672908126776,-1.679145247227114,-0.5106941032448183,-2.1185264994428117,-0.28803217539216286,-0.8222458278592328,-0.7510112579604765,-1.3310429605273946,-0.18773524015464027,-1.652069911260668,0.07910711051828904
195,-0.9657881652305209,-0.6104235516113321,-1.0718726700889518,-0.18850975998789826,-1.4204107425962267,-0.0174838729580225,-4.651876854001396,-3.5862782688789214,-4.556546708691173,-2.7227359914099525,-5.325906168377696,-2.39549681118231
196,0.19387175430506148,0.8741859731987489,0.5727542177451292,1.1644638480823704,0.39598908050785325,1.2993993565499933,-2.3035300412206383,-2.238656857889877,-3.191623958299545,-1.379931629906648,-4.029212071033194,-1.0142246284713718
197,0.5086932546506663,0.5517267854302964,0.2298613722928836,0.8650729974969904,0.04144637269032732,1.0053675040584655,-0.6545442167209002,-1.0417275672124702,-1.589096416538308,-0.4938649581714175,-1.891914862386351,-0.22111258533304648
198,0.6027654225418752,0.63029352065916,0.3035963667658391,0.9441517800894929,0.10223354810114786,1.0901797215835818,-0.6003928595137892,-0.6319303852187478,-1.1779045108361976,-0.09103707370359612,-1.4617596109568365,0.18450407573928038
199,-0.1907225613815938,-0.46543226890133366,-0.9275240118026741,-0.04187653340259998,-1.2652132757480221,0.12799790668437894,-0.6663570981075745,-1.0631591404795007,-1.6469651007738466,-0.4823085930258673,-1.9946861282126707,-0.19126927650922046
200,0.13813818780517403,0.10173760314779419,-0.24834144044241743,0.42580263803288737,-0.475241083904165,0.5751381933914343,-1.8459213957893126,-2.036717250894274,-2.693117153578754,-1.3859969904139668,-3.126129254936008,-1.0492211637550435
201,0.17378460370516244,0.3026203953570681,-0.09784394418860876,0.680189516426459,-0.39053094310545877,0.8550283504597819,-0.3590367157054514,-0.044533502119011976,-0.5593556565146103,0.46189972837362947,-0.8497532416435184,0.6890147652526907
202,0.12725339001250335,0.3805881726991014,0.028447789959524187,0.7175173583232363,-0.18821134796430286,0.8668513479880045,-0.7914827092762514,-0.5751118718007128,-1.1351262526545174,-0.01709504407765324,-1.4408601433048858,0.24556570165888533
203,0.6317520149781223,0.7211835446738264,0.4194776949693848,1.0093253538691012,0.24574559241792973,1.1525054072723533,-1.926399888481476,-2.8180973206916566,-3.9343360658684308,-1.831746961143945,-4.74784528961193,-1.429624839215093
204,-1.808714219062798,-1.1351515024410517,-1.6787362510239108,-0.6378777260123709,-2.068038997356014,-0.43727755290041065,-3.8802276845321124,-3.9621463886318193,-4.9707194728241815,-3.0655960543808067,-5.717783837478556,-2.7046957308449073
205,-2.330442485244514,-1.5825513952459387,-2.207961765423978,-1.0125899459265726,-2.601918722640549,-0.7773154997164824,-2.9309035750362016,-2.421053405471463,-3.0522051034059055,-1.811859580988219,-3.4577032712757654,-1.519509059809778
206,0.30993705840040536,0.12196053908173841,-0.21936839634857666,0.4398429258882635,-0.4313703949003001,0.5889166110534989,-2.6539023461408258,-3.2614060065584143,-4.333136906025067,-2.2923597354053458,-5.09728372910887,-1.8940450021270596
207,0.0895011425818649,-0.002161842983912529,-0.37252522606760896,0.3428637028944195,-0.615660023488521,0.5011091693352466,-1.9866481934990907,-1.949669809172372,-2.6943290133465805,-1.2320140697401927,-3.216880763822566,-0.8881323167076636
208,1.5635260132657471,1.734739609701838,1.44331301485086,2.0265405069734594,1.2715290886295256,2.175150063338332,-0.4447888874186715,-0.8538908949106996,-1.3774686104334708,-0.32639576447718954,-1.674253745477881,-0.03442077048484223
209,1.0391764233927288,0.9628871152655595,0.6644372804564472,1.2481665279082368,0.48970945704352264,1.3886116175544037,-1.9970646157607244,-2.2168397193474623,-2.9312536580394966,-1.5510440234881127,-3.4835354771329223,-1.2693927613939608
210,-0.4935847887963997,-0.8039558672466084,-1.3418250021418106,-0.32138029768063986,-1.7137902325241026,-0.13163766860738496,-1.2164435779920169,-2.1363840604079556,-2.943119069704302,-1.3802882266929064,-3.5338402018432125,-1.0338434334121527
211,-1.2877512179798019,-1.4205024460810236,-2.0422965607855903,-0.8512744098903925,-2.4508332037677305,-0.6279861219962699,-1.9664951353236981,-2.724530108681186,-3.4385993572168476,-2.054051842762271,-3.996515242999404,-1.751011839777007
212,-0.6014912076646258,-0.38457250424471207,-0.8166768567233544,0.00827923823388512,-1.1258301258941812,0.17548527827160074,-2.6481214933640733,-3.051944584408475,-4.285112297046803,-1.9600656478419685,-5.110618844973242,-1.5432787626160192
213,1.718105019853957,1.6227412408288133,1.3377248908458517,1.903321726654774,1.180145358057037,2.0415905932373306,-0.9273542526427714,-1.2411915721076727,-1.8086532534393513,-0.675172780119511,-2.1485986270719017,-0.3740779412630118
214,-0.2820429071116982,-0.2384793330020037,-0.6329615374602868,0.12286620269975766,-0.9230637325800667,0.28297058109734063,-3.50110515880398,-2.9899995660085787,-3.825843850623899,-2.241318916761497,-4.523130011726395,-1.9238685086013017
215,-0.06168645700307699,-0.1532540450072481,-0.5275882360034827,0.19307062958270096,-0.7880321812351816,0.33889261434059603,-3.0663875509713634,-3.320837184165714,-4.307959180617036,-2.4652876930630976,-5.081896978996491,-2.130352671590708
216,-1.3276265690444966,-0.5007816216773635,-0.9551176555743165,-0.08953867010952911,-1.3007468607638162,0.08145696314090581,-1.2578737004019445,-2.0795991216013743,-2.7130447581090316,-1.4713585449440372,-3.1368639998396532,-1.1892724442762492
217,0.06925057816761461,0.21551135927982562,-0.16446728579103223,0.5724312346364523,-0.43552858881267054,0.7314562794041756,-0.1607198255943864,-0.3252483451037157,-0.9411437848880841,0.28401853330395455,-1.268119137831249,0.5636875686709605
218,-0.9578140317274677,-0.7687862837768362,-1.2727466834122538,-0.3151929722831119,-1.6596056748618078,-0.125440012453943,-1.9917845043159292,-2.130033016937382,-2.750224791664332,-1.5314321734725045,-3.1469058581812073,-1.2327481290710025
219,0.08514024286132947,0.32146585817979006,4.2844650928412325e-05,0.6241998433579097,-0.20552736535473703,0.7752011490496762,-2.538920856405539,-2.1889629939440054,-2.957058294688531,-1.4609791219957697,-3.5355698793075274,-1.1319340321584217
220,0.23043736508071513,0.4026140301281512,0.08183901801730872,0.7091264194369814,-0.1109181642316307,0.8476205812936314,-1.8928115150718556,-2.3282478995892713,-3.212492185905375,-1.50977348651775,-3.9583685164393554,-1.1689237340923482
221,1.2172086655166232,1.35784227862346,1.0687336629973228,1.6375248123263382,0.8991370452311601,1.777988131513832,-1.413405281242185,-1.3383037045136843,-2.016247543434482,-0.6679761406007869,-2.4478413643587693,-0.3489544415984526
