subj,gamma_i,omega_i,log_gamma,log_omega,log_gamma_z,log_omega_z
22,0.1883725832685052,1.2064196725361185,-1.6693334514820468,0.18765702494904302,-0.2475819851173651,0.3431746664058871
23,0.12821158532747623,5.56690511577489,-2.0540733694095334,1.716839265006342,-0.8451445998489535,1.480792536850482
24,0.1332105067828448,1.3187515943109351,-2.015824644235605,0.27668552719766815,-0.7857382134562885,0.4094064159540363
25,0.14586257936549835,2.1407340147600036,-1.9250903377383217,0.761148767774951,-0.6448133265133303,0.7698173765427264
26,0.14280271628047853,7.862468107522941,-1.9462912076855823,2.062100565741441,-0.6777416676860212,1.7376457852079026
27,0.18865664612591607,1.030296920883666,-1.667826603264383,0.029847033401540848,-0.24524160888138385,0.22577370410304085
28,0.1976342041646739,1.9196720164893966,-1.621337410648738,0.6521543467023756,-0.17303645885221242,0.6887322070038239
29,0.14213940041416812,2.6649838220956394,-1.9509470098688564,0.9801979870911794,-0.6849728729669733,0.9327765712504424
30,0.17164415506278016,0.8421268234505074,-1.76233181114215,-0.171824654406929,-0.39202330865768426,0.07574232785252803
31,0.12213927288971531,1.1204219874051191,-2.102593304293821,0.11370538881418314,-0.9205038173490357,0.28815918125842654
