subj,lam,omega,log_lam,log_omega,log_lam_z,log_omega_z
166,1.1342954095227027,9.735408044257259,0.1260116736053529,2.2757695531236877,0.8432133755156173,0.6416110954156092
167,0.8392037636310933,0.06534740012574855,-0.1753017371256767,-2.728037623548009,0.3854609223701186,-2.301721107241337
168,0.6120492165517659,3.2027808202042656,-0.4909425805010298,1.1640194387521343,-0.09405762948404472,-0.012340944981336458
169,0.4203517544946119,2.34291906785126,-0.8666634075196599,0.8513976168254641,-0.6648491181481836,-0.19623089981810446
170,0.7955673168569495,2.7704863816963265,-0.22869981271420844,1.019022893845338,0.3043390764005127,-0.09763060240215604
171,0.23325000976898727,5.234428687757617,-1.4556443973726385,1.6552577051784287,-1.5596234075074213,0.2766145158706975
172,0.6717595143999515,1.1548546772074377,-0.3978548679843808,0.1439745154580602,0.04736033348951928,-0.6123502908421008
173,0.540493304578542,9.453802890061574,-0.6152730294383559,2.246417082784281,-0.2829392589596932,0.624345427869448
174,0.4548734351831765,6.18611670644184,-0.7877360631586674,1.8223075403057083,-0.5449434511091718,0.37487632769089246
175,0.9028043967435159,0.15229003226238808,-0.10224936393152384,-1.8819684692701912,0.49644138937486937,-1.804047535991328
176,0.3672665668987928,0.1839369356248099,-1.0016673542613512,-1.6931623212918416,-0.8699458234538046,-1.6929882573694188
177,0.3432139645135718,7.169392720309157,-1.0694012230540015,1.969820953717558,-0.9728464694145921,0.46164645385465514
178,0.2630362150200477,4.124884875123995,-1.3354635565881066,1.4170381103363296,-1.3770458230688845,0.1364893311770259
179,0.6672717899968407,0.5297578597766732,-0.4045578348098201,-0.6353352451780099,0.0371772503660247,-1.0707547483557356
180,0.3274652044415174,3.2659895686966123,-1.116373475531434,1.1835628006352157,-1.0442062663421445,-0.0008451769895504328
181,0.4744080424510916,6.925787988377941,-0.7456874785521607,1.935251834535375,-0.48106364334281154,0.4413122566895911
182,0.8188237629681198,3.6133873296332255,-0.19988640391592888,1.284645650857167,0.3481121316020624,0.058613630612327494
183,0.5681345371575272,8.755199251935696,-0.5653970271153398,2.169647724123695,-0.20716811302543062,0.5791882670227106
184,2.70346005683563,5.228076126962548,0.9945324551184707,1.6540433570489488,2.1626618440750467,0.27590021377460594
185,0.5680414261651293,0.12008895527694204,-0.5655609295311839,-2.119522516848243,-0.20741711200873866,-1.9437812334382902
186,1.344214900028759,2.1831027606796876,0.2958101251737096,0.7807471496068032,1.1011695599321982,-0.23778881521239045
187,0.8048423899061433,3.8163630591906377,-0.21710880966919754,1.3392978903577308,0.3219480174210867,0.09076109169341691
