step,elbo_joint,elbo_choice
1614,-29911.1484375,-7571.35400390625
1615,-35717.60546875,-7472.2568359375
1616,-32064.197265625,-7455.732421875
1617,-45874.00390625,-7379.15283203125
1618,-36415.0546875,-7463.18212890625
1619,-39604.51953125,-7340.2001953125
1620,-32945.2578125,-7815.900390625
1621,-29753.583984375,-7588.75341796875
1622,-40593.23828125,-7462.439453125
1623,-33867.046875,-7659.1240234375
1624,-30838.3359375,-7549.216796875
1625,-42077.46484375,-7352.380859375
1626,-30258.64453125,-7553.7998046875
1627,-40030.81640625,-7530.6337890625
1628,-32939.8671875,-7166.4072265625
1629,-31380.05859375,-7527.92138671875
1630,-34498.546875,-7556.47998046875
1631,-34444.9140625,-7442.4833984375
1632,-46862.125,-7619.927734375
1633,-40513.7265625,-7538.48388671875
1634,-31920.623046875,-7552.966796875
1635,-36515.08203125,-7379.70361328125
1636,-30567.576171875,-7586.82177734375
1637,-40285.9609375,-7425.09814453125
1638,-30126.291015625,-7569.53076171875
1639,-38100.48828125,-7399.98681640625
1640,-41402.6640625,-7451.5732421875
1641,-34863.359375,-7476.41015625
1642,-30203.33203125,-7840.951171875
1643,-38478.89453125,-7432.5615234375
1644,-38300.75,-7524.18408203125
1645,-32649.953125,-7432.1943359375
1646,-34649.6484375,-7247.64306640625
1647,-102968.375,-7362.484375
1648,-34717.34765625,-7407.06298828125
1649,-35530.34375,-7703.86083984375
1650,-32316.091796875,-7205.83251953125
1651,-41038.09375,-7514.787109375
1652,-42832.07421875,-7470.8173828125
1653,-29970.42578125,-7522.5166015625
1654,-31217.32421875,-7522.0244140625
1655,-31592.55078125,-7277.06982421875
1656,-36583.53125,-7440.7470703125
1657,-46047.98828125,-7515.35546875
1658,-32760.203125,-7522.33740234375
1659,-29370.341796875,-7254.4404296875
1660,-44828.92578125,-7676.57080078125
1661,-32702.021484375,-7587.4013671875
1662,-47580.8203125,-7288.322265625
1663,-36870.62109375,-7318.81689453125
1664,-35460.36328125,-7397.76513671875
1665,-29159.529296875,-7337.9228515625
1666,-32176.58203125,-7447.91650390625
1667,-87052.1875,-7299.3896484375
1668,-33648.30078125,-7270.185546875
1669,-34359.484375,-7280.22119140625
1670,-49263.87890625,-7404.54296875
1671,-38884.09375,-7944.248046875
1672,-33982.8359375,-7411.0595703125
1673,-106596.2421875,-7393.31591796875
1674,-32552.265625,-7212.66650390625
1675,-52263.6640625,-7254.20263671875
1676,-47183.640625,-7354.33837890625
1677,-38598.87109375,-7812.37744140625
1678,-37331.15625,-7387.31982421875
1679,-49792.0390625,-7613.85302734375
1680,-33138.84375,-7407.29833984375
1681,-35062.2734375,-7447.171875
1682,-60715.23046875,-7350.75927734375
1683,-33707.33203125,-7312.9794921875
1684,-40766.80859375,-7412.22900390625
1685,-31316.646484375,-7350.18505859375
1686,-27449.458984375,-7462.87890625
1687,-44158.5703125,-7954.3154296875
1688,-30139.302734375,-7506.3095703125
1689,-74754.15625,-7588.6416015625
1690,-35042.171875,-7564.73291015625
1691,-39611.87109375,-7415.16845703125
1692,-33659.80078125,-7263.50048828125
1693,-51084.61328125,-7373.67236328125
1694,-36819.640625,-7425.1220703125
1695,-32995.57421875,-7421.27099609375
1696,-34024.83203125,-7345.4814453125
1697,-31830.193359375,-7433.54638671875
1698,-30250.283203125,-7470.51416015625
1699,-36860.23828125,-7442.0732421875
1700,-35508.90625,-7402.62109375
1701,-31921.9375,-7335.20947265625
1702,-35942.03125,-7326.1015625
1703,-50499.9375,-7359.19091796875
1704,-42868.15625,-7466.15625
1705,-36818.68359375,-7366.0634765625
1706,-44892.7890625,-7396.47021484375
1707,-31672.080078125,-7279.154296875
1708,-37129.3203125,-7400.5400390625
1709,-38525.734375,-7352.236328125
1710,-31157.400390625,-7418.8232421875
1711,-34516.76171875,-7288.2744140625
1712,-33962.94140625,-7351.54150390625
1713,-37866.609375,-7564.935546875
1714,-35483.11328125,-7349.5576171875
1715,-45105.28125,-7427.9794921875
1716,-39315.9296875,-7316.41357421875
1717,-27121.609375,-7321.583984375
1718,-30968.6875,-7287.01318359375
1719,-48944.66796875,-7224.25830078125
1720,-31008.75,-7375.63037109375
1721,-31753.865234375,-7495.224609375
1722,-38094.125,-7531.77490234375
1723,-35513.4375,-7557.47265625
1724,-35628.2109375,-7485.6708984375
1725,-33751.33203125,-7323.65087890625
1726,-46088.50390625,-7209.69970703125
1727,-32960.6640625,-7407.83447265625
1728,-31461.330078125,-7235.82568359375
1729,-32305.19921875,-7468.5576171875
1730,-41437.3671875,-7415.94775390625
1731,-36589.54296875,-7271.31298828125
1732,-32935.296875,-7328.4091796875
1733,-35562.9453125,-7579.67333984375
1734,-38959.83984375,-7380.27880859375
1735,-29716.181640625,-7273.12939453125
1736,-30478.4765625,-7415.65673828125
1737,-62646.9296875,-7508.2578125
1738,-29871.46875,-7327.919921875
1739,-31428.75390625,-7190.80126953125
1740,-37231.6015625,-7217.75
1741,-35513.44140625,-7585.873046875
1742,-29581.939453125,-7336.99560546875
1743,-51934.0390625,-7496.87451171875
1744,-36380.2734375,-7320.66259765625
1745,-45696.484375,-7251.1240234375
1746,-39281.32421875,-7392.32275390625
1747,-30023.158203125,-7376.13916015625
1748,-35939.96484375,-7427.74609375
1749,-43833.765625,-7285.458984375
1750,-30363.19140625,-7316.26318359375
1751,-33088.80078125,-7261.0771484375
1752,-35898.19921875,-7538.56201171875
1753,-38411.76953125,-7336.5400390625
1754,-51398.8125,-7465.16748046875
1755,-44356.41015625,-7435.95654296875
1756,-41315.2734375,-7245.7958984375
1757,-28981.408203125,-7415.28857421875
1758,-44824.62890625,-7294.16455078125
1759,-28750.880859375,-7438.80908203125
1760,-32328.888671875,-7209.1962890625
1761,-33071.48046875,-7477.98193359375
1762,-28951.46484375,-7270.05029296875
1763,-30750.037109375,-7500.810546875
1764,-29150.8125,-7648.6962890625
1765,-29864.470703125,-7351.94677734375
1766,-31214.75390625,-7425.34912109375
1767,-38393.79296875,-7515.59912109375
1768,-31270.857421875,-7304.89306640625
1769,-53317.7578125,-7466.08935546875
1770,-32853.66015625,-7397.5068359375
1771,-30307.1796875,-7322.2978515625
1772,-36650.3203125,-7459.80908203125
1773,-27445.8984375,-7364.9306640625
1774,-41762.2734375,-7392.69921875
1775,-30402.12890625,-7569.37060546875
1776,-47400.24609375,-7282.2666015625
1777,-34874.7890625,-7217.59765625
1778,-34067.6484375,-7263.29541015625
1779,-27464.427734375,-7220.25537109375
1780,-36188.99609375,-7259.6689453125
1781,-28109.79296875,-7732.98974609375
1782,-35508.84765625,-7206.35205078125
1783,-38162.84765625,-7500.490234375
1784,-42559.48046875,-7387.1396484375
1785,-34660.84375,-7318.123046875
1786,-34798.23046875,-7294.6435546875
1787,-35585.171875,-7347.294921875
1788,-46081.49609375,-7266.1962890625
1789,-31191.572265625,-7279.3837890625
1790,-36816.43359375,-7473.48291015625
1791,-35615.109375,-7527.1728515625
1792,-30188.064453125,-7370.01416015625
1793,-29586.365234375,-7304.001953125
1794,-30729.61328125,-7178.87890625
1795,-34547.046875,-7581.55908203125
1796,-30694.7578125,-7557.80126953125
1797,-40959.3984375,-7370.341796875
1798,-32344.654296875,-7244.52734375
1799,-48693.9140625,-7319.53271484375
1800,-46305.609375,-7229.52978515625
1801,-39785.64453125,-7477.72021484375
1802,-42123.0859375,-7565.294921875
1803,-36350.38671875,-7622.5771484375
1804,-43285.70703125,-7336.734375
1805,-31685.037109375,-7302.9638671875
1806,-30120.470703125,-7253.19775390625
1807,-31830.76953125,-7538.29150390625
1808,-30748.072265625,-7424.1748046875
1809,-33323.19921875,-7384.87939453125
1810,-41417.6015625,-7303.01318359375
1811,-30796.470703125,-7366.03369140625
1812,-31412.53515625,-7282.5068359375
1813,-46427.046875,-7475.89697265625
1814,-27332.701171875,-7486.49267578125
1815,-43911.3515625,-7280.94580078125
1816,-56452.27734375,-7262.4873046875
1817,-30939.185546875,-7482.14892578125
1818,-46203.5625,-7347.3564453125
1819,-52963.25390625,-7270.91259765625
1820,-29693.619140625,-7315.84423828125
1821,-38622.80078125,-7522.19140625
1822,-34013.8515625,-7154.17919921875
1823,-39507.51171875,-7184.80859375
1824,-32063.494140625,-7510.880859375
1825,-32669.232421875,-7468.69970703125
1826,-64896.640625,-7438.443359375
1827,-48073.16015625,-7524.0966796875
1828,-30555.595703125,-7347.3466796875
1829,-25993.29296875,-7386.044921875
1830,-38483.94921875,-7297.6982421875
1831,-30925.0234375,-7446.2958984375
1832,-28839.349609375,-7226.775390625
1833,-73434.09375,-7372.98583984375
1834,-25936.158203125,-7217.10546875
1835,-34740.90625,-7142.02978515625
1836,-38331.02734375,-7382.96337890625
1837,-43270.32421875,-7238.20703125
1838,-28181.34765625,-7280.66943359375
1839,-27394.9375,-7318.6552734375
1840,-39684.28125,-7267.4697265625
1841,-36483.26953125,-7492.00830078125
1842,-34538.6875,-7192.7197265625
1843,-34079.22265625,-7411.56201171875
1844,-35850.1875,-7247.455078125
1845,-40204.828125,-7268.54052734375
1846,-24965.625,-7296.916015625
1847,-27971.765625,-7290.54052734375
1848,-36136.421875,-7313.29443359375
1849,-46903.6328125,-7258.89111328125
1850,-30430.208984375,-7315.2734375
1851,-31338.880859375,-7320.04345703125
1852,-31950.765625,-7467.1591796875
1853,-25750.134765625,-7222.59130859375
1854,-25595.484375,-7439.40869140625
1855,-30098.79296875,-7240.306640625
1856,-38015.765625,-7295.69140625
1857,-30321.953125,-7304.54150390625
1858,-42244.55078125,-7256.09130859375
1859,-27889.8515625,-7304.919921875
1860,-26029.326171875,-7268.134765625
1861,-31709.265625,-7458.1669921875
1862,-29807.58984375,-7487.37646484375
1863,-29120.830078125,-7199.72216796875
1864,-32853.3515625,-7256.03955078125
1865,-34535.8203125,-7265.4287109375
1866,-85477.71875,-7400.19384765625
1867,-27586.7578125,-7287.58251953125
1868,-38269.1015625,-7319.44970703125
1869,-26697.970703125,-7316.3173828125
1870,-34993.8828125,-7592.0927734375
1871,-29564.259765625,-7460.22998046875
1872,-29987.65625,-7258.45947265625
1873,-39264.36328125,-7275.857421875
1874,-27731.185546875,-7417.62060546875
1875,-34109.015625,-7304.25341796875
1876,-31186.35546875,-7320.83544921875
1877,-35850.28125,-7449.783203125
1878,-29305.58984375,-7342.55322265625
1879,-23745.302734375,-7274.31591796875
1880,-37019.04296875,-7330.8330078125
1881,-26537.3828125,-7175.7607421875
1882,-27751.77734375,-7411.9169921875
1883,-30822.451171875,-7243.38037109375
1884,-61553.7890625,-7295.85205078125
1885,-39360.359375,-7335.48388671875
1886,-44422.1875,-7179.205078125
1887,-30721.6640625,-7497.4541015625
1888,-26708.8984375,-7433.001953125
1889,-31141.009765625,-7594.7138671875
1890,-30921.18359375,-7318.77392578125
1891,-32829.2734375,-7180.58349609375
1892,-24614.6328125,-7148.5908203125
1893,-29823.9765625,-7496.93798828125
1894,-53343.96484375,-7139.958984375
1895,-50463.96484375,-7206.80224609375
1896,-28772.71875,-7391.02001953125
1897,-34067.8984375,-7333.71826171875
1898,-34834.5625,-7192.77978515625
1899,-28765.98046875,-7293.48828125
1900,-32829.90625,-7366.90185546875
1901,-29053.63671875,-7135.78466796875
1902,-32534.322265625,-7245.40576171875
1903,-31415.3203125,-7344.01171875
1904,-41786.22265625,-7299.85546875
1905,-30781.099609375,-7355.3740234375
1906,-34478.0,-7238.00927734375
1907,-25150.0390625,-7348.34130859375
1908,-38904.73046875,-7205.119140625
1909,-33394.61328125,-7140.92236328125
1910,-29266.634765625,-7323.07080078125
1911,-26662.95703125,-7601.94140625
1912,-29933.73828125,-7396.82861328125
1913,-24967.533203125,-7292.759765625
1914,-40272.98828125,-7408.6640625
1915,-26257.2109375,-7458.49609375
1916,-30411.96484375,-7350.587890625
1917,-38111.84765625,-7166.2275390625
1918,-31610.97265625,-7421.125
1919,-28687.8984375,-7218.890625
1920,-29489.591796875,-7346.99951171875
1921,-38071.0078125,-7342.884765625
1922,-34183.07421875,-7179.44140625
1923,-27898.39453125,-7224.755859375
1924,-32245.17578125,-7336.86669921875
1925,-31076.9375,-7319.70263671875
1926,-28496.73828125,-7392.2392578125
1927,-28888.869140625,-7333.6669921875
1928,-59817.625,-7238.9365234375
1929,-31799.08203125,-7334.80859375
1930,-34809.515625,-7309.83984375
1931,-32226.94140625,-7267.71923828125
1932,-34526.74609375,-7224.27587890625
1933,-53283.83984375,-7188.00634765625
1934,-37834.453125,-7283.2861328125
1935,-26897.861328125,-7426.7470703125
1936,-27444.404296875,-7248.111328125
1937,-38782.421875,-7363.96923828125
1938,-31367.80078125,-7221.234375
1939,-25755.625,-7294.6875
1940,-33887.84375,-7301.8779296875
1941,-64113.5234375,-7350.330078125
1942,-30015.212890625,-7282.060546875
1943,-42897.71484375,-7482.900390625
1944,-27920.59375,-7332.087890625
1945,-75050.15625,-7442.59912109375
1946,-28903.4375,-7286.79248046875
1947,-31915.31640625,-7273.48876953125
1948,-35809.43359375,-7312.763671875
1949,-32447.2421875,-7283.85400390625
1950,-28202.052734375,-7258.2939453125
1951,-27320.189453125,-7183.91943359375
1952,-30396.943359375,-7439.2041015625
1953,-30147.732421875,-7247.80859375
1954,-26663.70703125,-7184.92626953125
1955,-31657.103515625,-7302.08154296875
1956,-25601.8671875,-7249.380859375
1957,-29572.349609375,-7353.6552734375
1958,-36308.140625,-7294.33251953125
1959,-40602.3828125,-7404.17626953125
1960,-29140.419921875,-7275.24755859375
1961,-73481.765625,-7219.548828125
1962,-27102.1484375,-7802.3037109375
1963,-29624.126953125,-7096.57861328125
1964,-31090.623046875,-7248.98828125
1965,-32275.306640625,-7323.90234375
1966,-29956.68359375,-7254.14501953125
1967,-43753.14453125,-7480.29443359375
1968,-38437.48046875,-7378.546875
1969,-53360.30859375,-7223.7734375
1970,-27085.359375,-7181.87841796875
1971,-33072.92578125,-7401.75439453125
1972,-28689.201171875,-7231.345703125
1973,-29013.078125,-7382.8046875
1974,-30362.716796875,-7235.51611328125
1975,-28165.1328125,-7511.75732421875
1976,-26270.826171875,-7166.4873046875
1977,-28968.26171875,-7359.12646484375
1978,-27527.134765625,-7277.62158203125
1979,-27902.7265625,-7195.33837890625
1980,-27385.90625,-7264.89111328125
1981,-29412.322265625,-7286.24609375
1982,-32793.37109375,-7423.0810546875
1983,-36684.9296875,-7291.234375
1984,-35825.6953125,-7279.220703125
1985,-32709.58203125,-7449.60791015625
1986,-33298.88671875,-7259.11669921875
1987,-29279.48828125,-7372.408203125
1988,-27515.779296875,-7253.6083984375
1989,-36026.9296875,-7322.97802734375
1990,-35740.765625,-7309.89404296875
1991,-30765.595703125,-7480.0751953125
1992,-30868.763671875,-7236.296875
1993,-26954.9921875,-7200.46826171875
1994,-41308.796875,-7299.515625
1995,-72951.6796875,-7195.93212890625
1996,-27691.154296875,-7504.29541015625
1997,-43510.9453125,-7363.505859375
1998,-30456.0,-7321.8876953125
1999,-29423.849609375,-7399.93994140625
2000,-42538.765625,-7386.5068359375
2001,-39702.8125,-7395.826171875
2002,-22831.21484375,-7281.2744140625
2003,-30135.51171875,-7210.32763671875
2004,-33860.46875,-7206.92919921875
2005,-26636.548828125,-7314.60302734375
2006,-26607.365234375,-7320.58984375
2007,-43652.796875,-7477.98095703125
2008,-30917.880859375,-7154.64306640625
2009,-32559.73046875,-7329.0478515625
2010,-49297.9140625,-7194.11572265625
2011,-25660.9140625,-7199.009765625
2012,-26550.92578125,-7361.9208984375
2013,-41426.33203125,-7123.58740234375
2014,-25956.2421875,-7280.271484375
2015,-25050.794921875,-7194.38330078125
2016,-32322.138671875,-7090.2861328125
2017,-30391.615234375,-7369.82275390625
2018,-32801.19140625,-7214.03955078125
2019,-36780.59375,-7225.09326171875
2020,-28753.9609375,-7316.77490234375
2021,-27523.298828125,-7466.99658203125
2022,-34048.56640625,-7265.52587890625
2023,-34828.44921875,-7360.96484375
2024,-32191.181640625,-7347.57373046875
2025,-39973.56640625,-7426.03271484375
2026,-29814.8359375,-7297.58447265625
2027,-25123.794921875,-7288.1318359375
2028,-27617.400390625,-7481.72216796875
2029,-28040.970703125,-7167.9873046875
2030,-39645.63671875,-7209.4443359375
2031,-50465.37890625,-7346.91259765625
2032,-31631.3046875,-7447.50341796875
2033,-26227.53515625,-7120.72509765625
2034,-25381.75,-7206.7197265625
2035,-30147.32421875,-7369.857421875
2036,-34466.375,-7071.4248046875
2037,-24287.71484375,-7141.7978515625
2038,-29163.990234375,-7317.13134765625
2039,-25239.74609375,-7117.4169921875
2040,-48509.4453125,-7201.0419921875
2041,-33147.9921875,-7278.44775390625
2042,-27149.916015625,-7204.8486328125
2043,-34435.67578125,-7312.1044921875
2044,-29959.791015625,-7354.67529296875
2045,-26143.544921875,-7112.31884765625
2046,-35171.125,-7333.30712890625
2047,-36159.69921875,-7386.0380859375
2048,-25384.814453125,-7486.384765625
2049,-28415.47265625,-7207.12646484375
2050,-32130.634765625,-7166.8623046875
2051,-33101.07421875,-7103.90576171875
2052,-28992.0390625,-7261.56982421875
2053,-25579.046875,-7301.72998046875
2054,-35847.9140625,-7180.66748046875
2055,-23629.33203125,-7262.5302734375
2056,-30172.802734375,-7227.7919921875
2057,-45300.96875,-7441.5009765625
2058,-25368.4375,-7213.55029296875
2059,-37886.5390625,-7165.5595703125
2060,-24715.43359375,-7176.3828125
2061,-26257.80859375,-7254.03857421875
2062,-29691.2109375,-7280.27392578125
2063,-28600.427734375,-7052.37744140625
2064,-28002.3515625,-7256.21044921875
2065,-30907.634765625,-7100.19873046875
2066,-36648.3203125,-7264.921875
2067,-24750.91796875,-7391.6318359375
2068,-58104.05859375,-7311.81787109375
2069,-31013.884765625,-7278.3193359375
2070,-31239.6640625,-7480.650390625
2071,-27625.37890625,-7195.24169921875
2072,-31009.9765625,-7309.71826171875
2073,-29576.9453125,-7382.50244140625
2074,-32253.568359375,-7179.73828125
2075,-25028.109375,-7327.19482421875
2076,-27958.0546875,-7181.8408203125
2077,-33956.234375,-7295.5263671875
2078,-24377.7890625,-7113.7861328125
2079,-22943.66796875,-7206.91845703125
2080,-30625.921875,-7170.53076171875
2081,-28341.8046875,-7338.41015625
2082,-28961.740234375,-7197.92578125
2083,-29406.998046875,-7194.0439453125
2084,-27730.103515625,-7274.59375
2085,-25650.171875,-7330.86279296875
2086,-32488.044921875,-7181.48193359375
2087,-45050.06640625,-7144.37109375
2088,-59818.2421875,-7133.63330078125
2089,-31179.111328125,-7158.3525390625
2090,-29176.236328125,-7198.0478515625
2091,-24577.802734375,-7220.78564453125
2092,-44551.4765625,-7044.318359375
2093,-32622.775390625,-7119.740234375
2094,-31337.400390625,-7075.59716796875
2095,-33906.796875,-7260.55224609375
2096,-22754.6953125,-7272.67431640625
2097,-25882.568359375,-7318.5029296875
2098,-33845.26171875,-7233.12158203125
2099,-23757.07421875,-7269.28564453125
2100,-31515.271484375,-7311.2783203125
2101,-26552.052734375,-7301.7109375
2102,-24718.291015625,-7438.8427734375
2103,-24450.1640625,-7322.5166015625
2104,-30436.19140625,-7264.68310546875
2105,-29473.814453125,-7257.9189453125
2106,-23884.064453125,-7402.5556640625
2107,-27416.287109375,-7388.787109375
2108,-27690.05859375,-7242.64990234375
2109,-137048.28125,-7072.90087890625
2110,-26343.517578125,-7291.7841796875
2111,-28032.0625,-7133.12158203125
2112,-26331.521484375,-7088.30419921875
2113,-27961.07421875,-7163.98046875
2114,-30476.8046875,-7142.09619140625
2115,-31940.56640625,-7573.44677734375
2116,-28939.08203125,-7086.13232421875
2117,-27287.140625,-7076.9697265625
2118,-28331.033203125,-7152.45751953125
2119,-25799.400390625,-7179.38525390625
2120,-42628.25390625,-7154.99365234375
2121,-22495.6640625,-7292.93212890625
2122,-28128.814453125,-7089.73974609375
2123,-27342.32421875,-7319.67822265625
2124,-24781.982421875,-7422.38134765625
2125,-23889.25,-7126.93701171875
2126,-30556.78125,-7231.7421875
2127,-27210.521484375,-7143.72021484375
2128,-37549.703125,-7348.3115234375
2129,-25183.544921875,-7307.82666015625
2130,-31495.916015625,-7190.333984375
2131,-32214.83203125,-7273.00244140625
2132,-24598.376953125,-7113.0732421875
2133,-30482.32421875,-7166.08154296875
2134,-46580.8984375,-7174.87548828125
2135,-36416.9296875,-7365.560546875
2136,-68334.6953125,-7142.0361328125
2137,-26440.41015625,-7115.42626953125
2138,-23439.62109375,-7224.73974609375
2139,-29393.205078125,-7134.79443359375
2140,-26038.98828125,-7210.0439453125
2141,-26645.56640625,-7178.7666015625
2142,-27177.91796875,-7480.3046875
2143,-23997.482421875,-7223.6220703125
2144,-31365.16015625,-7190.97412109375
2145,-25454.78515625,-7470.7412109375
2146,-25766.765625,-7261.4521484375
2147,-35972.1484375,-7189.2568359375
2148,-32565.4140625,-7212.8798828125
2149,-26415.3125,-7179.03369140625
2150,-27168.779296875,-7131.7939453125
2151,-31962.203125,-7243.93994140625
2152,-27840.349609375,-7189.18212890625
2153,-26832.912109375,-7262.076171875
2154,-36643.5859375,-7152.76123046875
2155,-31741.724609375,-7427.19482421875
2156,-27743.583984375,-7145.1005859375
2157,-28958.595703125,-7223.79638671875
2158,-23568.41015625,-7235.66796875
2159,-24005.228515625,-7250.490234375
2160,-28613.544921875,-7089.103515625
2161,-32680.978515625,-7135.78466796875
2162,-23773.796875,-7118.953125
2163,-27825.814453125,-7318.197265625
2164,-36137.2109375,-7224.25390625
2165,-21991.578125,-7248.46533203125
2166,-24838.3515625,-7114.71533203125
2167,-24008.591796875,-7335.16455078125
2168,-27399.642578125,-7143.31982421875
2169,-28374.93359375,-7229.51123046875
2170,-31991.87890625,-7229.8740234375
2171,-24902.6796875,-7172.1220703125
2172,-57045.5703125,-7319.5771484375
2173,-35171.453125,-7096.64697265625
2174,-25863.509765625,-7044.7021484375
2175,-28850.15625,-7167.67529296875
2176,-29953.56640625,-7148.89990234375
2177,-29902.048828125,-7149.64794921875
2178,-23138.3125,-7216.212890625
2179,-27094.11328125,-7142.21728515625
2180,-23867.775390625,-7143.056640625
2181,-35954.9921875,-7066.2392578125
2182,-25890.076171875,-7210.35791015625
2183,-27383.984375,-7382.685546875
2184,-26312.046875,-7106.32177734375
2185,-30446.986328125,-7205.48486328125
2186,-29569.119140625,-7160.18359375
2187,-22457.21484375,-7184.3720703125
2188,-34326.734375,-7352.841796875
2189,-34096.37890625,-7161.15234375
2190,-30798.83984375,-7133.89794921875
2191,-28245.1015625,-7093.474609375
2192,-27736.45703125,-7238.375
2193,-31136.078125,-7266.404296875
2194,-26824.240234375,-7067.46533203125
2195,-23669.462890625,-7122.376953125
2196,-25975.607421875,-7237.65185546875
2197,-25688.39453125,-7190.384765625
2198,-21267.529296875,-7242.02587890625
2199,-41757.91796875,-7063.53564453125
2200,-27923.966796875,-7187.4853515625
2201,-25863.650390625,-7185.0048828125
2202,-25930.578125,-7108.9814453125
2203,-37079.30078125,-7249.13134765625
2204,-40617.671875,-7053.26123046875
2205,-31447.794921875,-6973.03076171875
2206,-46310.95703125,-7136.22119140625
2207,-22352.052734375,-7042.91845703125
2208,-33726.2578125,-7187.03515625
2209,-26839.265625,-7174.4853515625
2210,-24043.3828125,-7229.93017578125
2211,-26454.08203125,-7175.9990234375
2212,-25341.9765625,-7255.74560546875
2213,-24618.697265625,-7220.29443359375
2214,-30214.515625,-7316.05615234375
2215,-31236.4609375,-7036.28955078125
2216,-33865.7734375,-7266.15576171875
2217,-26097.07421875,-7259.82177734375
2218,-30367.5703125,-7123.51123046875
2219,-22179.65234375,-7194.68017578125
2220,-35152.1640625,-7380.0830078125
2221,-22677.033203125,-7069.79541015625
2222,-28963.1171875,-7236.5830078125
2223,-26221.69921875,-7175.1171875
2224,-26423.087890625,-7288.04541015625
2225,-26225.021484375,-7286.9912109375
2226,-23322.205078125,-7069.86865234375
2227,-24609.576171875,-7043.279296875
2228,-26582.599609375,-7207.6689453125
2229,-37054.66796875,-7150.25537109375
2230,-39423.546875,-7139.7626953125
2231,-26708.5859375,-7144.470703125
2232,-36298.91796875,-7312.3974609375
2233,-27520.978515625,-7062.8759765625
2234,-36843.3359375,-7230.86083984375
2235,-29126.84375,-7257.43701171875
2236,-27677.759765625,-7014.29052734375
2237,-29760.474609375,-7230.376953125
2238,-24116.07421875,-7176.26708984375
2239,-22756.533203125,-7134.421875
2240,-31715.951171875,-7198.1328125
2241,-25726.880859375,-7078.1181640625
2242,-33834.17578125,-7198.64404296875
2243,-23466.662109375,-7194.69970703125
2244,-37346.08203125,-7171.63623046875
2245,-21899.8046875,-7405.95849609375
2246,-23933.357421875,-7264.099609375
2247,-23001.21875,-7057.359375
2248,-26753.181640625,-7095.79541015625
2249,-24670.021484375,-7331.888671875
2250,-27161.99609375,-7072.4375
2251,-26552.017578125,-7209.8251953125
2252,-23255.43359375,-7212.9443359375
2253,-23106.8046875,-7145.83544921875
2254,-26635.908203125,-7136.45556640625
2255,-27723.583984375,-7175.62353515625
2256,-23366.275390625,-7148.8203125
2257,-48835.44140625,-7364.2421875
2258,-22558.408203125,-7045.8984375
2259,-22755.16796875,-7070.1962890625
2260,-30957.833984375,-7130.49951171875
2261,-25985.8984375,-7144.7080078125
2262,-26757.484375,-7131.029296875
2263,-28653.892578125,-7236.79443359375
2264,-23360.46484375,-7072.8388671875
2265,-31244.421875,-7075.07763671875
2266,-25537.048828125,-7154.24365234375
2267,-27812.765625,-7184.05810546875
2268,-28262.107421875,-7114.369140625
2269,-26020.328125,-7089.5546875
2270,-24661.046875,-7020.5048828125
2271,-20834.140625,-7023.6201171875
2272,-27404.373046875,-7123.04052734375
2273,-28616.873046875,-7203.19775390625
2274,-22986.30859375,-7115.109375
2275,-25758.21484375,-7004.35107421875
2276,-23920.6328125,-6962.1416015625
2277,-20929.435546875,-7051.220703125
2278,-29469.6484375,-7266.76708984375
2279,-22933.798828125,-7123.638671875
2280,-23887.966796875,-7051.6328125
2281,-37697.95703125,-7068.00048828125
2282,-25568.056640625,-7095.484375
2283,-28399.720703125,-7111.29443359375
2284,-23962.98828125,-7315.74853515625
2285,-21143.17578125,-7221.11962890625
2286,-31087.96875,-7185.3818359375
2287,-22130.671875,-7087.923828125
2288,-26871.740234375,-7051.509765625
2289,-28634.44921875,-7138.89208984375
2290,-24812.455078125,-7053.14794921875
2291,-23347.177734375,-7083.86328125
2292,-44207.703125,-7019.73828125
2293,-25176.35546875,-7279.45703125
2294,-23776.896484375,-7064.1513671875
2295,-27894.28515625,-7037.86767578125
2296,-26638.787109375,-7128.30078125
2297,-26774.59375,-7153.2890625
2298,-24948.796875,-7231.291015625
2299,-21245.912109375,-7174.03125
2300,-26642.5859375,-7117.89111328125
2301,-24296.63671875,-7125.26513671875
2302,-29543.486328125,-7128.009765625
2303,-24035.32421875,-7003.1953125
2304,-19732.095703125,-7016.66552734375
2305,-21502.1953125,-7063.50048828125
2306,-22789.466796875,-7106.38427734375
2307,-41063.75390625,-7176.716796875
2308,-22143.091796875,-7085.43408203125
2309,-21824.5859375,-7240.7890625
2310,-24318.2578125,-7001.26318359375
2311,-29195.44140625,-7109.8828125
2312,-21315.41796875,-7157.75927734375
2313,-28288.861328125,-7087.35400390625
2314,-32154.76171875,-7061.82568359375
2315,-27301.49609375,-7222.67041015625
2316,-23810.6484375,-7094.7197265625
2317,-23798.927734375,-7046.11865234375
2318,-25013.47265625,-7271.423828125
2319,-33130.86328125,-7162.68115234375
2320,-23420.00390625,-7034.00048828125
2321,-30636.6796875,-7068.71044921875
2322,-23639.37890625,-7238.0087890625
2323,-28482.044921875,-7181.13330078125
2324,-27282.10546875,-7222.13916015625
2325,-21709.95703125,-7091.38427734375
2326,-26557.26171875,-7066.38427734375
2327,-30441.435546875,-7082.9228515625
2328,-28092.83203125,-7072.4892578125
2329,-29051.81640625,-7043.82470703125
2330,-21043.349609375,-7217.68408203125
