subj,F1,F2
243,1.3812455914182575,-0.6932264464065864
244,0.8312621716929341,-0.7224606778769284
245,-0.807551068353769,-1.247775381303484
246,-0.21093074556449387,1.3243511646003723
247,0.7047170121337927,-0.4681393019502591
248,2.3919828314314375,1.4087039883030257
249,-0.11441024566429858,0.7864043363030516
250,-0.796194057647595,-0.10073296300689408
251,2.2469476665729124,1.2412111257196559
252,-0.4294874249030234,-1.0456800832773736
253,-0.5187832775849418,-0.13201771539753274
254,0.7000852423693638,0.2155291993575863
255,-0.0012183252563070792,1.2436711617647644
256,-0.8426683362203111,1.1524678501515542
257,0.7187540159068848,-0.6283798954026664
258,-0.5147086137893938,0.712834989516496
259,0.800842205744629,-1.186331042948324
260,0.4100657388089956,0.25446853507106204
261,-0.42178502521852973,-0.8978906950794967
262,2.4948661957950677,0.46746669072382163
263,-0.36251497381603626,-0.35421262031184014
264,2.2404599274488524,-0.9601842746521789
265,-0.8527179058299281,0.4493349180609439
266,1.7275703990854165,-0.9962687853393675
267,-0.4186501633775423,0.3129646780613117
268,-0.37720469119968547,1.2395168606163764
269,0.39774964895929743,0.11190584663061505
270,1.593202742065641,-1.6383935860543952
271,0.26904444283904677,-0.7104733438642601
272,-1.0711908444881124,0.857447136863447
273,-0.8687520055345437,1.1252875860460059
274,-0.638015356486155,1.2383780836852638
275,3.329312001153477,2.391125770434768
276,-0.004565418425970929,0.19947574049395753
277,-0.9893640955937616,0.36447763091775315
278,0.0950007531126847,0.964743734265384
279,-0.6358267089647509,0.45677393190670296
280,-0.2006129946164772,1.0216085395822174
281,-0.9730941736498341,-0.400689153198816
282,-0.75429463295396,1.289243747768618
283,0.9899152721193473,-0.3848926810441339
284,0.016132692961372323,0.39715620493698284
285,0.3363002787013859,0.37180624233485415
286,0.04784782311637164,0.8482342865490127
287,0.748335596117702,0.569417612189504
288,-0.19761005775445376,0.4137127351333846
289,0.8608382794406979,0.3004726432832039
290,-0.5080465675333122,-0.8860128621042386
291,1.4997095910317797,0.1100145398802828
292,0.8111861835348749,0.34061862139245613
293,-0.30034899920982,-1.5661944008307185
