window,predictor,bin,bin_mid,beta,p
terminal,threat_c,10,1.05,0.03500527851766669,9.888261497894576e-17
terminal,threat_c,11,1.1500000000000001,0.03805807553243292,5.023542961120415e-19
terminal,threat_c,12,1.25,0.03682344441025019,1.7282299915603262e-17
terminal,threat_c,13,1.35,0.030524508512018347,3.437828355265616e-12
terminal,threat_c,14,1.4500000000000002,0.029487328596977218,4.395153380237414e-11
terminal,threat_c,15,1.55,0.03159750589959427,3.561936760578796e-12
terminal,threat_c,16,1.6500000000000001,0.03180019432620976,2.6185934530709105e-12
terminal,threat_c,17,1.75,0.03087346865829323,4.9550356198342406e-11
terminal,threat_c,18,1.85,0.0290554070762897,1.000952284660836e-09
terminal,threat_c,19,1.9500000000000002,0.0253725384722045,9.309387400768269e-08
terminal,threat_c,20,2.05,0.02033275994099258,3.350166382914675e-05
terminal,threat_c,21,2.1500000000000004,0.020304217969145822,4.073091119702551e-05
terminal,threat_c,22,2.25,0.024310424405391735,6.577069290210034e-07
terminal,threat_c,23,2.3500000000000005,0.02465450073446775,5.052792961924206e-07
terminal,threat_c,24,2.45,0.025341842454712646,2.2690219425440845e-07
