subj,optimality_rate,overcautious_rate,overrisky_rate,mean_ev_loss,heavy_rate,survival_rate,total_earnings,heavy_rate_lowT,heavy_rate_highT,threat_sensitivity_choice
70,0.4888888888888889,0.4666666666666667,0.044444444444444446,0.451842497135434,0.13333333333333333,0.6,39,0.26666666666666666,0.06666666666666667,0.2
71,0.6888888888888889,0.2222222222222222,0.08888888888888889,0.24507817512658386,0.4222222222222222,0.4888888888888889,70,0.6666666666666666,0.2,0.4666666666666666
72,0.4666666666666667,0.5333333333333333,0.0,0.5329888679722916,0.022222222222222223,0.9555555555555556,47,0.0,0.0,0.0
73,0.7333333333333333,0.26666666666666666,0.0,0.1606282785142619,0.28888888888888886,0.8444444444444444,86,0.7333333333333333,0.0,0.7333333333333333
74,0.5111111111111111,0.4666666666666667,0.022222222222222223,0.4107741770552504,0.1111111111111111,0.6,47,0.2,0.06666666666666667,0.13333333333333336
75,0.7555555555555555,0.2222222222222222,0.022222222222222223,0.16225052559367445,0.35555555555555557,0.6666666666666666,78,0.7333333333333333,0.06666666666666667,0.6666666666666666
76,0.6444444444444445,0.2222222222222222,0.13333333333333333,0.3304069033055669,0.4666666666666667,0.7111111111111111,84,0.5333333333333333,0.13333333333333333,0.4
77,0.4222222222222222,0.5555555555555556,0.022222222222222223,0.5745089584276017,0.022222222222222223,0.8444444444444444,42,0.0,0.06666666666666667,-0.06666666666666667
78,0.8444444444444444,0.15555555555555556,0.0,0.05963776281809431,0.4,0.7777777777777778,99,1.0,0.0,1.0
79,0.6888888888888889,0.044444444444444446,0.26666666666666666,0.2653497578899198,0.7777777777777778,0.6,107,0.9333333333333333,0.5333333333333333,0.4
80,0.6444444444444445,0.35555555555555557,0.0,0.2692421788182227,0.2,0.8,60,0.5333333333333333,0.0,0.5333333333333333
